6378,6214
6378,6385
6378,10183
6539,9716
6539,12350
6539,85688
6539,157805
6639,3218
6639,8224
6639,22431
6767,3218
6767,22563
6771,1999
6771,22563
6771,24974
6771,32083
6771,89547
6775,6784
6818,29723
6818,300806
6898,12631
6898,12638
6898,124224
6910,6898
6910,12631
6910,12638
6910,263553
6910,444191
6913,646286
6913,646289
6917,1272
6917,2440
6917,4649
6917,135765
6917,135766
6923,1272
6923,2440
6923,72908
6925,6767
6925,57932
6935,63915
6935,101811
6939,63915
6939,63931
6941,3218
6941,6923
6941,93923
7022,3229
7032,1997
7276,1365
7276,7272
7276,7297
7276,19621
7297,1365
7297,7272
7297,19621
7297,49482
7419,6169
7419,6213
7419,20534
7430,28504
7430,95594
7430,145384
7430,365294
7432,114
7432,23774
7532,7537
7532,80491
7537,7532
7867,4983
8079,27249
8213,114
8213,6209
8213,28487
8224,85688
8581,69198
8581,135464
8591,8594
8687,155158
8699,3231
8699,5966
8699,10796
8703,4649
8703,10435
8703,10798
8703,85688
8766,1213
8821,3231
8821,66594
8821,66596
8832,3220
8865,35
8875,6209
8875,8865
8875,8872
8875,8874
8875,12576
9513,9515
9513,15429
9513,77515
9513,102879
9513,102884
9515,10177
9515,15429
9581,31489
9586,78511
9586,78552
9586,78557
9708,6741
10169,10177
10169,15429
10169,158614
10177,15429
10183,10798
10186,2354
10186,10174
10186,10183
10186,74749
10186,137790
10430,10183
10435,22563
10435,22564
10435,22566
10531,31353
10793,6238
10796,887
10796,6213
10796,10798
10981,6184
11093,4330
11325,11335
11325,23738
11326,11339
11339,11326
11342,8224
11342,23738
11342,79809
12155,20602
12158,12198
12158,12350
12158,20601
12158,20602
12165,12182
12165,12195
12165,12211
12165,12238
12182,4804
12182,12210
12182,28649
12195,12350
12195,51180
12195,67415
12197,10177
12197,15429
12198,10177
12198,12350
12198,27612
12199,12158
12199,12198
12199,20601
12199,20602
12210,4804
12210,10177
12210,12350
12211,6125
12211,12182
12247,12199
12247,20601
12247,20602
12247,219239
12275,233106
12330,2702
12347,16485
12350,15429
12350,51180
12359,8617
12359,16476
12439,910
12439,22563
12439,36140
12558,15670
12576,35
12576,887
12576,6213
12576,83725
12631,6898
12638,12631
12946,910
12946,4330
12960,19231
12960,30934
12960,33325
12960,116021
13024,58268
13024,137956
13136,910
13193,6213
13193,28350
13193,28489
13208,13205
13208,13212
13269,50336
13269,50337
13652,80656
13654,13652
13654,80656
13656,13652
13656,13658
13656,80656
13686,6184
13686,22563
13686,27535
13686,40135
13717,23507
13717,63931
13885,4584
13885,90888
13917,4584
13917,13885
13960,130
13960,1481
13960,6213
13960,6214
13960,13966
13982,34979
14083,62676
14429,14428
14429,14430
14429,73119
14431,14428
14431,14429
14431,14430
14431,73119
14545,51934
14549,7047
14549,14545
14549,31479
14807,50354
14807,123556
15076,24043
15076,32276
15429,10177
15670,35
15889,3085
15892,15889
16451,12337
16451,12347
16451,12350
16451,12359
16461,3229
16461,43186
16470,12337
16470,16437
16471,16474
16474,12337
16474,16437
16474,16471
16474,16476
16819,642621
16819,643221
16819,643239
16843,126793
17208,6213
17208,13193
17208,17201
17208,36131
17242,137849
17476,117
17476,887
17476,6385
17476,13269
17477,54129
17798,10169
18251,23258
18532,86923
18582,35
18582,8875
18582,84021
18615,1272
18615,2440
18615,4660
18615,6935
18615,18619
18619,10798
18619,19231
18619,27627
18774,18777
18774,73146
18785,18781
18833,18832
18833,18834
18834,56709
18834,86359
19045,887
19045,195792
19621,853114
19621,853115
19621,853116
19697,24966
20178,20179
20178,91852
20178,91853
20180,940
20180,941
20193,10798
20526,128
20526,6169
20526,6213
20526,28227
20528,27631
20528,36162
20528,36167
20534,6163
20534,6213
20534,13972
20592,20584
20592,31479
20593,1272
20593,20584
20593,20592
20601,12350
20601,20602
20602,12350
20602,20601
20833,6318
20833,11335
20850,3231
20850,3232
20850,6334
20850,10169
20857,6923
20920,18811
20920,18812
20920,18815
20924,20923
20924,289885
20924,294030
20942,3232
20942,10796
20972,887
20972,35863
22229,35061
22229,144701
22241,22229
22431,8224
22431,75121
22563,8224
22563,23738
22563,36140
22564,22563
22566,10435
22566,22563
22566,22564
22835,1365
22869,83449
22874,83449
22874,218682
22876,22869
22876,22874
22876,22875
22876,22883
22883,34961
22883,51866
22883,51879
23069,74700
23069,134315
23069,134320
23070,23069
23070,65074
23070,74698
23070,87915
23070,137130
23116,24966
23116,27627
23116,65212
23116,253762
23258,114
23258,6214
23258,28485
23258,85299
23258,136665
23448,1365
23448,19621
23448,123825
23502,1365
23502,3229
23502,23507
23502,330148
23507,1365
23507,10981
23507,23502
23507,152731
23545,27230
23546,2440
23738,8224
23738,27895
23774,6213
23774,20534
25181,3229
25181,59798
25184,3229
25184,3231
25184,25181
25184,27174
25413,11148
25413,232605
25413,232606
25702,15076
25772,77758
25772,116528
25794,50838
25805,4804
25805,20601
25805,124734
25805,166989
26850,1365
27174,3229
27174,25181
27174,59798
27199,12194
27199,42209
27199,42221
27230,1272
27230,2440
27230,23546
27249,23738
27249,36140
27249,46468
27250,2654
27250,8079
27250,23738
27250,45052
27510,35
27510,103482
27514,103482
27531,27530
27531,27543
27535,8703
27535,51866
27606,10177
27612,6125
27612,12198
27612,12350
27627,24966
27631,3229
27631,6184
27631,6214
27631,28412
27631,70520
27632,27623
27632,27627
28026,5062
28026,5064
28202,117
28202,6163
28202,6213
28202,25791
28227,114
28227,6213
28227,28350
28254,4329
28254,27623
28254,27627
28254,27631
28254,27632
28265,940
28265,941
28278,117
28278,910
28278,4584
28278,6213
28278,6214
28287,114
28287,4584
28287,28290
28287,56708
28287,56709
28290,35
28290,12576
28336,54129
28336,108047
28336,117315
28350,114
28350,6213
28359,35863
28387,114
28387,117
28387,6196
28387,6224
28447,6214
28447,22886
28447,73323
28447,95642
28456,887
28456,17476
28456,57119
28456,61069
28456,101263
28471,114
28471,117
28471,6213
28471,89547
28473,6378
28473,6385
28485,114
28485,6209
28485,6213
28632,12182
28640,12182
28641,2653
28641,6125
28641,12182
28641,28640
28674,9716
28851,35
28964,18770
28964,28957
29708,29492
29723,35905
29723,300806
30895,1272
30895,3243
30895,8224
30895,10796
30895,59798
30901,1272
30901,3243
30901,11339
30901,30895
30901,368431
30934,19231
30973,3085
30973,20193
31043,910
31043,13885
31043,34961
31097,10796
31336,10531
31336,31353
31349,10531
31349,31336
31349,31353
31349,43698
31353,10531
31489,633081
31769,3229
31769,32083
31769,67245
31769,67246
31863,79809
31863,91581
31927,31353
31927,194609
31927,563613
31932,3243
31932,31927
31932,194617
31932,215912
32260,28632
32260,62274
32688,4330
32698,4335
32698,19697
32698,95718
32698,95719
32872,117
32872,17201
32872,17208
33013,117
33013,17476
33013,18777
33303,3084
33303,5600
33303,33301
33303,255233
33412,3229
33818,9586
33818,33823
33818,78552
33818,78555
33818,78557
33895,58758
33904,35
33904,33895
33904,503893
33907,35
33907,14062
33907,97390
33907,97645
34082,14428
34082,14429
34082,14430
34257,74427
34263,34257
34263,34266
34263,90655
34263,213246
34266,34257
34266,45533
34266,74427
34266,87482
34315,24974
34355,906
34355,910
34708,33412
34961,27535
34961,51866
34979,13982
35061,35
35061,32083
35061,141342
35070,3218
35070,11335
35335,59772
35343,3229
35343,27174
35343,35335
35490,887
35778,73146
35797,1786
35797,4330
35797,6784
35797,36140
35854,15429
35854,15431
35863,3229
35863,6213
35863,28359
35905,910
35905,29723
35922,3229
35922,4335
35922,28957
35922,50336
36140,22563
36145,8617
36145,8619
36167,288
36167,4584
36167,70520
36620,3220
36620,3240
36620,10531
36620,39130
36802,189566
37483,64519
37541,46491
37541,137380
37884,4330
37884,6814
37884,6818
37888,36802
37888,77438
37998,13717
38000,8687
38000,13717
38000,63915
38205,35
38205,887
38205,210871
38480,114
38480,117
38480,6209
38480,6213
38480,6214
38722,12195
38722,67415
38829,20178
38829,64271
38829,117328
38839,1959
38839,22386
38839,310530
38845,936
38845,22386
38845,38846
38845,74975
38846,22386
38846,74975
39124,3220
39124,3231
39124,8079
39126,1999
39126,3231
39126,10169
39126,31483
39126,39165
39130,3240
39130,97377
39131,10169
39131,17798
39131,39130
39165,31479
39165,31483
39165,92589
39165,162664
39199,11093
39199,32276
39199,52515
39210,39199
39210,66982
39210,66986
39210,66990
39403,114
39403,117
39403,128
39403,130
39474,1688
39474,1694
39474,307015
39890,51049
39904,1365
39904,22835
40124,19697
40124,23116
40124,24966
40124,145176
40125,24974
40125,34315
40125,131042
40125,141596
40131,202639
40151,2354
40583,31489
40583,40605
40583,632874
40605,31489
40605,633081
40605,633585
40922,3220
41216,62417
41417,10435
41666,15429
41666,23116
41714,35
41714,44455
41732,35852
42207,1246
42207,20601
42207,20602
42207,95225
42209,42221
42847,910
42847,13885
42847,19621
42847,123825
43639,2665
43698,10531
43698,31353
44017,11339
44368,35
44368,1688
44368,14062
44455,41714
