2196,2194,575
1702,1705,1702
659,2335,659
1444,2563,2700
79,2600,39
1466,1836,1466
603,1125,1226
1744,1032,2255
1883,56,243
1594,1585,2019
2172,572,2172
2297,2296,2285
2030,2537,2031
101,1461,19
1157,1769,1153
259,2228,147
1878,1761,1878
2178,2239,436
602,2250,616
1929,434,1462
111,1905,111
835,1269,5
2655,1554,35
1810,1699,1902
1927,2302,1927
2429,2406,1824
2155,858,2155
392,1464,392
131,2334,2370
566,1686,2038
1481,331,2223
2404,941,2404
1680,804,2643
2241,1998,2411
2355,1420,2355
1940,1638,94
1243,753,1519
1873,2372,1873
1859,74,1859
1328,1258,1623
1403,792,1403
2266,2264,2278
56,243,1357
229,2319,1026
1562,2177,161
2510,1327,2509
1187,2412,2411
1626,2595,16
1060,23,24
1079,1078,86
791,2027,676
2036,2340,1052
822,2467,2253
1997,1999,1997
2391,1834,802
444,1853,1879
1364,2181,1364
1895,458,1895
204,1697,467
1432,962,2086
995,1957,998
1699,1902,1686
296,1471,1675
2519,2496,737
1147,1212,2608
2354,670,2358
334,2181,450
1390,2570,159
1843,1153,691
1389,2619,1856
2660,1016,303
1552,1659,356
1938,2571,1058
1870,787,1870
9,2414,322
2342,2117,541
431,2543,431
1090,416,1090
274,1292,2665
458,1895,458
191,1997,191
457,2189,574
1854,617,1854
255,1263,1260
2482,753,371
2602,2077,2602
1610,1559,1610
1089,14,935
1587,1125,2255
1253,249,2371
1788,979,1420
1607,1606,1607
1021,753,246
1675,1471,2706
1611,1760,1611
2575,2037,1053
954,200,955
90,1349,38
1244,1697,204
1971,2324,1235
291,1016,1379
2120,541,2117
44,1621,1816
1292,2665,2206
2075,1182,2075
1866,449,1869
1348,2649,443
1593,2562,1593
320,1860,2603
2565,2671,882
127,2240,127
2545,1759,1629
695,2594,695
261,1099,1098
1585,1931,1585
1230,693,1230
697,507,962
962,1113,962
1697,2463,204
1183,176,1183
358,2177,1694
1483,231,2136
1597,1739,2650
387,2216,422
2302,1686,299
2210,2207,2210
1339,921,1112
1937,975,1619
1369,2323,130
1981,894,1518
2131,1551,2061
143,2489,2491
497,2459,2671
1366,328,1007
1018,2701,907
1640,1148,1626
2175,1324,981
2666,21,2667
1457,350,2405
1602,56,2599
2453,1473,415
175,10,175
548,2628,292
2560,750,2560
2443,140,2443
260,923,935
1565,1610,1297
1450,305,1270
1824,1399,1824
2530,2534,2532
1379,2642,56
2159,944,71
1360,1528,2680
1231,2383,1236
1217,1310,1217
2284,2274,2284
2219,1612,2217
1741,893,2170
1413,285,31
544,1686,299
1603,1175,1686
114,1141,136
391,1729,391
967,2433,2432
13,1422,13
2584,1643,2584
1689,1711,454
1504,40,943
1959,1958,115
1429,1369,1420
1024,2690,1022
237,1642,1762
2003,2006,2003
1724,1210,1627
1572,1105,1572
1358,1357,1358
1811,1728,390
1799,984,1420
187,2177,1781
338,1290,1474
176,1183,2230
1908,2214,2213
533,1268,2105
1197,2690,1024
2171,571,2171
335,1286,312
1509,453,947
728,1835,1876
935,927,935
2480,141,2455
2687,2137,2687
1097,1535,1671
2236,962,455
2528,1016,309
2468,2656,2468
2675,2673,1519
2461,1270,2461
2403,1385,2403
2644,973,2648
97,2624,2628
1967,1226,2447
1827,963,1807
2414,1581,2409
2085,434,1103
492,1408,1207
2664,2477,2664
2521,2520,744
1928,1930,160
1167,1214,1650
196,1299,935
2291,2280,2291
1880,775,2586
1749,335,1286
1770,2612,111
678,1713,833
1647,2682,1420
781,2563,778
2435,1714,1864
0,1626,1394
1534,986,1534
2531,1662,2532
2006,2003,2004
1249,568,1251
1285,2647,2648
1804,949,2611
2062,1983,2065
1951,1952,1951
527,1761,1974
1733,788,1164
1310,1218,1310
572,2172,572
649,1634,2328
2486,1365,1008
16,1380,288
383,2010,1980
732,2173,1781
2250,1149,625
592,1634,1972
1162,230,1162
2244,1348,1390
2054,2707,2054
1479,1381,1479
1061,909,952
2071,1408,412
2497,1176,43
717,962,454
1401,278,1699
786,1604,1260
1511,1499,2178
488,2011,2012
151,1016,1354
359,1408,1914
2293,1744,2256
605,2254,605
895,1981,2096
18,1995,1433
2274,2284,2283
2645,1177,1101
1666,1686,2412
1073,2327,651
2035,961,2035
666,1791,1380
432,2539,1420
2296,2257,2285
309,1468,1016
38,1349,1348
520,1491,163
380,1663,2531
1837,1465,275
2160,867,1399
2224,2225,1612
346,1672,808
1658,1329,1658
1727,389,1686
2375,1894,1818
22,2666,2523
189,918,921
2377,1576,687
2189,457,2189
2635,2619,663
1019,1020,1019
1211,1977,1211
1284,2634,240
2340,2583,781
1166,1844,2405
718,1016,151
2108,1317,1316
471,1954,1697
2479,723,2479
2174,2079,1197
2082,2046,505
1320,1462,765
141,2480,141
2586,775,2585
734,2517,735
531,1352,2688
353,1316,564
872,2447,1123
1117,495,1340
1595,2431,1595
2283,620,1149
2205,1519,753
987,180,987
1114,1123,2324
1925,832,1664
347,1625,347
413,15,1985
310,1507,893
2034,2583,2043
612,2005,1096
311,1820,129
269,2227,1281
2349,2556,2555
388,926,1300
272,1351,435
1679,1762,1642
118,1997,961
2194,2196,2195
570,2623,49
1215,1216,1215
2368,1992,1307
1580,1472,1580
1037,1036,2627
1512,2647,1285
2025,1184,0
1888,2215,1387
1065,96,1064
1305,1724,1305
2239,2178,893
172,2492,513
2043,2583,2099
227,1118,373
1791,806,1791
2387,2386,2387
1563,1864,964
2590,2074,2622
193,887,193
501,1316,1847
278,1699,30
194,1929,116
2552,2553,2552
1539,1538,1539
2526,1890,2525
91,1409,160
307,1408,2407
2059,2060,2059
949,51,949
2395,1497,2395
1561,2063,2106
2646,2459,2671
152,2571,2700
1091,980,1091
2170,893,221
1964,475,1965
1442,11,1442
2136,77,2136
2373,2145,1782
513,1752,1751
2132,1344,1869
2512,2087,2512
1669,2483,1672
2129,2027,2306
373,1119,1118
2547,746,2547
1336,1818,1336
305,1451,748
1923,1161,1646
1771,1465,2055
1796,1629,1717
871,1778,1405
1015,208,2216
419,2430,419
1886,2347,132
1489,1686,2611
314,1475,314
484,925,13
532,2024,1223
2427,163,2427
1237,2109,2601
2353,1829,2353
2437,2589,2590
2031,2537,1686
2233,590,1686
1544,1686,463
992,1171,436
2044,2045,1686
2032,2128,1686
2052,1465,2053
1228,1390,1485
1051,430,1051
441,1644,441
202,2177,1335
943,1668,2639
2420,1153,1686
2093,2092,1416
2,172,2
543,2122,543
510,1686,506
990,123,989
890,1783,305
1120,1403,1121
2449,1235,2444
2014,491,2366
78,2347,811
2141,57,878
842,1690,1624
1365,1366,328
1517,949,1997
349,1448,349
1851,1004,1851
2595,1045,2595
1801,2191,188
1383,2051,880
1983,2137,2687
1331,1101,13
925,935,99
1490,766,1490
1698,1186,1698
2398,1488,316
450,2181,2696
2017,559,1258
1579,1538,1426
1777,412,1777
1921,1081,936
1341,336,2668
365,1511,365
1101,1339,930
2351,1766,2350
1363,949,2614
2517,734,2515
860,2323,860
701,1666,2693
2315,1379,1016
2152,2036,2127
306,1239,1275
2402,1553,1921
624,2281,628
486,2583,2246
2011,2014,491
1808,2493,1347
113,1437,2247
485,1936,1439
87,1173,87
1256,481,1270
103,1747,103
1131,1620,975
1068,1569,1091
536,2094,536
2058,2057,2063
2144,1698,1711
942,1950,942
2388,1635,1909
80,2607,1629
2474,1129,222
1521,470,1634
917,925,1496
502,2563,551
2599,79,2599
356,1016,1111
2310,636,2310
122,1731,122
2097,1738,1686
1931,1505,1931
1148,1635,153
662,923,1947
1092,2133,77
1220,1698,2144
2454,934,1135
2691,2326,1113
2271,2269,2270
12,16,2487
2601,2611,2179
145,2513,1184
690,1686,1948
530,1686,1108
1080,1436,731
1917,2362,1800
1627,159,2570
2275,2284,862
1054,393,1047
250,1400,2639
899,898,899
2311,2310,636
2325,700,2325
2502,816,2502
1976,483,1976
2652,165,2163
119,2406,333
983,1799,983
1757,2377,1920
905,1611,1760
702,2437,2589
2298,627,2298
242,1833,1876
1754,648,1754
499,1686,2033
945,13,2392
1844,2405,951
2186,2102,2186
1371,499,2563
448,1865,448
2555,1634,95
1323,2163,2016
1107,1112,1107
1311,337,1311
169,1205,169
747,1162,747
2520,744,2345
1700,1101,2523
1752,1751,2492
283,2611,1314
1969,758,2479
410,1934,1767
1127,2512,524
2389,924,13
1425,2685,1425
853,1370,1068
2060,509,1981
1712,1973,2591
1907,1817,709
2430,419,2430
2360,1615,2360
1910,1911,1910
2465,876,2465
1334,264,1908
2000,1686,2026
289,1635,1759
1426,1538,1579
2548,1292,2548
916,484,925
2285,2257,2285
2598,79,2600
23,24,23
989,984,1799
1150,2594,1223
1645,1507,1438
1186,1348,2559
1359,1358,1357
650,2158,1249
763,462,763
563,1430,563
1193,241,1193
1085,1478,367
824,1458,824
156,1857,1896
2073,696,672
2683,2224,2609
1513,799,1269
1718,385,1718
1086,446,1086
1240,1686,393
1474,1290,1474
2251,2286,2251
2013,490,2366
1388,1463,2425
2572,2189,574
2488,407,2488
2618,810,2618
1864,25,1864
1058,1584,2644
613,2406,1834
1042,210,2628
1468,1016,1224
877,1686,2033
1793,1792,1793
1294,1713,776
886,885,1761
1515,2628,1668
1549,1791,666
1467,825,1370
1947,1923,1161
1297,1610,1764
1556,2541,1558
294,1016,1354
1747,103,1747
1414,2640,2703
1173,87,1171
1227,2445,874
1519,753,2166
2688,2689,2123
1164,827,2691
2084,2522,788
1711,1636,2428
565,933,1139
1958,1959,115
2187,2188,2187
1902,1699,278
617,1854,617
1588,774,1425
1142,1004,1142
2061,1551,1982
124,949,191
1853,1014,2407
984,989,988
279,2635,964
814,1686,691
1246,1857,1896
258,1322,258
1714,1294,88
965,966,965
947,1234,557
381,1951,1684
2280,626,2280
2223,1308,2223
2149,2027,2129
509,2058,2059
555,1016,2664
855,2027,2092
1010,1365,1008
155,2136,306
1941,2478,1941
1203,1016,2663
625,2264,2281
2117,541,2117
164,1420,2539
595,1634,162
2314,1270,2314
976,1279,218
774,1634,2188
2372,442,1148
554,42,2396
841,58,851
2663,1016,913
1053,393,1047
2089,528,2513
1055,1788,1421
813,1390,1485
832,1926,1548
280,2502,1797
1234,947,1234
1613,1653,425
1830,2338,1830
2514,162,1634
1118,1343,1118
1400,250,1400
744,2345,722
2292,2281,623
2225,1612,2218
2188,1634,2637
2440,2050,1881
998,995,1634
561,2029,2554
2255,2001,1621
2262,1422,376
1596,2628,754
2086,524,2087
2347,61,2347
630,1050,2632
154,1635,1148
2504,730,2504
1551,2131,1316
2568,1016,654
476,1966,1082
286,2080,2628
1936,485,1437
159,1840,159
20,567,20
64,59,1697
909,1525,2659
2631,1996,2373
76,1082,76
1438,1858,1438
1461,1274,1326
559,1622,2017
806,1791,833
149,1746,721
1629,1679,1629
1470,2706,1979
681,1653,1848
2333,131,2333
1190,1819,1190
571,2171,571
660,2405,445
43,996,399
2610,2535,2610
2569,151,1270
1290,1474,2235
323,1629,1717
2556,2555,1664
418,1016,521
245,1016,121
1872,919,1872
1025,1493,1583
1338,265,1338
2621,2458,2621
2679,2673,2675
978,2622,2074
1189,1044,1189
2573,1633,2238
2245,359,2245
170,2177,2173
852,2125,852
1431,1373,2590
703,2438,703
1662,2533,2534
2324,1971,871
2685,2139,1194
1871,2078,2602
1372,1200,1372
2158,1249,568
1856,1246,1856
1128,1016,1224
77,962,714
1281,1082,387
1953,1168,2638
116,1929,116
619,953,1149
939,647,937
2577,1270,2516
1036,1822,939
1543,1107,1543
1321,258,1322
2629,1972,1765
848,1178,848
2198,2630,2198
1786,1569,1570
142,2466,1528
1434,758,1969
192,764,192
1848,1214,1848
1102,1700,1102
1214,2540,2539
67,1661,67
223,914,223
1582,1634,1229
779,2619,779
2027,791,2027
1375,276,1375
1945,1218,1310
1001,206,1001
1560,1900,1353
2614,791,2027
621,2287,2286
644,2320,644
2211,1465,2588
736,2517,734
551,2563,468
923,662,923
2455,141,1858
817,1267,1266
755,1463,645
766,991,984
2370,1421,2370
316,1488,316
1520,1701,2177
300,1445,300
1324,2175,1197
2037,1053,2152
801,1535,2528
1151,1372,1200
1527,320,1672
1002,1701,2177
535,2097,2027
1302,2412,1686
1860,320,1527
635,2313,635
1682,1250,568
1589,1720,1589
126,2628,1838
1446,301,2624
597,1452,597
2439,2152,2439
1041,1295,2480
1766,2350,1708
1222,1223,2594
219,1279,218
2605,1057,2319
2197,1048,84
1785,1722,1785
614,2264,625
1869,2105,2106
1758,1708,800
518,2559,844
1232,2448,2319
1979,2511,400
1677,2628,437
1691,1627,828
2318,472,2318
2050,1882,2050
858,2155,858
2307,1153,2044
654,2524,1818
2559,844,2559
934,1135,902
1516,2021,1516
330,1314,330
1797,816,2502
2263,1578,2563
210,1436,1080
2336,2538,2338
1124,59,60
2707,2054,1465
266,1340,266
287,1416,2092
2209,1864,2696
1081,936,1081
2229,1635,321
1295,187,753
1352,2688,2119
447,1470,1126
1857,2695,2619
1424,2186,1821
1501,1761,1501
1072,271,1072
2499,816,2499
2506,735,2506
2322,1401,2322
2692,2559,2692
875,1588,1589
2179,404,2179
2522,2083,1719
2231,1686,2062
1171,2243,2380
1045,2595,1045
996,43,1141
581,42,1258
647,1821,748
284,2181,1364
2696,2181,450
2228,147,2228
634,1925,1052
2066,510,1686
968,1846,2026
1198,1272,1809
1129,1130,716
1949,1134,1139
1262,885,1262
552,2140,552
342,1823,107
292,908,292
1143,395,1461
2426,1634,2173
1180,2010,777
2633,2253,2668
2457,2456,734
2390,2391,1773
1826,1056,454
2101,2094,536
25,1864,577
2249,601,2249
481,1969,758
661,1630,1147
1728,1811,1728
2600,1493,1684
288,1380,16
153,1637,519
1445,15,1985
182,2190,2559
2016,492,1408
222,1129,2474
541,2100,2116
1254,1,1634
477,947,1234
1245,974,1656
1898,1303,1840
1213,2463,1697
1713,776,2223
2135,1422,13
2484,2476,1718
2690,2362,1917
885,886,884
1261,1592,68
773,1608,721
2221,2220,2221
1619,1506,318
60,61,59
1453,1686,1419
188,2191,188
2047,2583,781
121,1016,418
2023,1516,183
1684,1596,1684
98,1686,1363
105,1791,806
652,2037,748
1829,665,1829
1975,839,2606
468,2563,2439
785,1686,1419
336,1341,336
1126,2628,1515
1634,595,1634
948,1108,948
1584,1276,2611
933,1774,712
715,2628,972
593,1634,1
1989,11,1101
668,2357,2160
1894,1892,1893
867,2354,866
504,1686,517
2382,2379,679
731,1399,867
1361,1362,1361
1538,1426,1745
1651,1378,1379
247,1672,1674
1833,1772,1833
2123,2065,1686
837,1558,1557
224,1141,1544
629,2257,2297
2587,2326,935
2107,2099,1666
2102,2106,739
459,1622,1258
398,1864,993
2332,1159,1269
456,1462,456
1048,2197,1048
819,1390,1484
2259,607,2258
319,1465,2424
753,2482,1393
1003,2611,2177
2523,2666,22
348,1628,921
743,1614,2536
440,1673,2625
1056,1794,2327
1316,1276,1316
1553,2402,1553
2042,1544,1686
1678,977,1719
1238,1344,1869
632,2303,2304
820,1631,661
1524,2643,1061
1819,1205,1819
2544,1019,408
2072,516,2071
749,2029,561
1049,2261,609
735,2516,1270
344,1462,1485
2487,288,2487
1800,1879,496
641,2320,644
929,260,918
1349,1350,1349
2640,1414,1815
411,1174,411
2533,1662,2534
3,411,1174
415,1784,415
2151,2152,1053
1935,112,1935
1667,2627,290
1121,1120,792
1694,2600,129
1867,449,1869
36,957,35
1624,2399,1624
1881,1711,1689
1655,1654,18
197,1469,405
1875,815,1875
2571,2700,2563
2515,734,2515
1144,227,1144
490,2366,2014
1939,2348,1939
2216,422,2240
146,1200,1372
1545,1181,235
1427,2141,1640
144,1879,1013
2304,632,2303
1764,2638,1168
2410,375,2410
1852,1,1634
882,2671,882
1417,287,1686
523,1127,523
495,2022,495
220,906,327
710,2434,710
2153,2610,2535
2366,2014,2013
1177,2645,1177
2312,1016,1354
1986,696,1691
1847,2148,1317
474,1961,962
1641,2686,1642
950,1257,2017
2049,2308,2613
631,2502,1797
321,1974,1761
937,1404,2628
540,1083,540
2167,284,1643
2337,2405,350
1943,706,1943
2222,588,2222
821,2362,2690
2184,1522,2174
2238,1169,1579
165,2163,1323
2557,1686,2420
1226,1967,1226
1732,1575,1653
470,1521,148
2478,1941,2478
525,1634,666
2217,1612,2218
1106,1107,1543
1535,1097,1535
2421,2413,2345
921,1896,1857
959,956,36
1138,481,1256
1805,1369,130
526,1761,527
2606,1635,640
94,1834,1824
1750,1597,1750
2341,449,1869
1576,1571,982
1508,753,368
2230,1998,2411
938,71,944
2118,849,2118
2661,1016,356
901,902,1135
1944,1405,1943
2619,332,2619
1378,1379,65
1600,1225,2623
1146,2589,881
677,1374,1373
1695,374,1695
2447,1778,2445
1496,2159,190
203,969,1260
1014,1853,444
1419,1201,1419
1325,1673,1674
2494,724,1463
1555,473,1555
1499,1294,1714
1296,378,1296
2405,350,1457
1879,1836,1879
669,1834,2501
108,1842,108
2007,2006,2008
1638,2695,2619
1012,913,1459
873,1778,2450
2450,1122,1587
1469,405,1469
2706,1979,364
2594,794,2594
1566,1076,2317
1701,1002,1701
656,1686,781
574,2189,55
390,1728,1811
1165,1031,1165
1046,995,1634
110,1860,2603
2214,1465,2425
1970,1971,2324
1734,2368,1734
107,1036,1864
1643,2584,1643
95,1664,2114
1346,1304,1269
904,199,904
2509,1327,2509
922,1477,1815
2313,635,2313
1996,1016,1111
2616,341,2616
1443,1686,2563
1891,1742,1480
185,54,185
1767,2492,172
2574,1367,755
550,2177,1574
1158,1171,549
577,2164,1035
1409,91,1409
2592,1175,1461
2603,1674,1672
1270,2461,1908
455,11,174
2385,62,59
684,1979,1470
2265,2272,614
1735,1027,2245
1441,1154,1692
1663,2531,1662
374,1695,374
1652,2706,1471
1248,304,1672
1350,1348,52
2180,573,2180
741,2527,741
1731,122,1731
2393,2507,225
667,1080,667
1676,1788,1421
1991,312,2368
1241,1242,2436
2109,1237,2109
1784,415,932
884,1501,1761
1315,1101,1700
1178,498,409
889,509,2060
1962,475,1629
683,1465,1837
724,1368,645
1184,1262,1184
2580,1016,733
212,1783,305
825,1467,825
1977,1131,1977
1267,817,1631
1030,2487,1380
2002,1096,2006
673,2367,673
1271,984,989
500,1286,343
443,1289,1068
117,1988,2434
1277,835,2467
804,1524,1680
955,954,200
2057,58,841
409,498,1178
275,2511,2630
2589,2590,1192
2700,2571,1938
295,2597,1205
1840,159,1840
1632,2655,1632
1387,1296,1753
483,1976,483
836,1245,1590
63,1031,1937
215,1084,215
1473,1773,2390
2433,202,967
1581,2414,155
1616,809,1225
2622,2074,1034
1536,2481,1077
941,2404,2538
14,813,1390
1274,1462,194
2300,864,2300
1909,1791,783
195,1979,364
463,1395,463
1125,1229,1122
915,2604,915
931,1376,2212
682,1016,291
816,1797,816
27,26,1809
2647,1285,2648
1726,1880,1884
1040,1039,2177
547,1932,547
594,1856,1688
1109,221,1411
1564,1733,788
870,1664,870
1818,714,1494
1026,1366,1026
927,921,1541
2143,2144,1698
1287,324,1559
1955,1078,86
2553,2552,2553
2077,2602,2541
975,1937,975
1972,1576,2377
1312,201,1509
2623,49,570
745,1286,847
479,2178,893
1531,2239,2178
1606,1607,42
651,1794,1073
1421,1676,97
206,1001,206
1934,1932,1934
2638,1168,1953
1272,461,1272
928,2159,190
2334,2559,1990
179,1263,179
2305,864,1926
1221,436,1221
980,1091,1134
762,2611,273
1373,1431,313
1009,2319,1009
2068,2410,2369
2343,2606,2344
2701,906,220
2191,188,2191
1609,2542,1609
2532,2684,2532
511,889,891
1465,2516,736
2384,1968,2384
2400,686,2400
256,1315,1101
161,2164,1252
1491,1492,1494
1506,318,1161
782,1512,782
2022,495,1340
2643,909,1525
1357,1358,1357
1155,2405,350
1265,251,2177
1623,1622,1258
1730,1268,2381
2024,949,1011
912,1717,42
516,2072,516
908,292,2628
482,2641,482
1476,1425,1426
792,1121,1403
1113,962,420
864,1926,1686
385,1718,2476
699,1855,699
1452,597,1686
1099,698,1098
2371,1687,1255
956,959,36
1094,1153,740
1660,1686,870
1683,1022,2690
1942,1943,1942
1628,1461,377
1242,1241,1242
2396,1606,554
664,2353,664
2444,2447,1971
2273,2252,614
881,2589,2590
688,1103,1279
1104,2596,1104
109,1219,1310
1779,1016,682
2033,2549,1292
1550,446,1550
2541,2602,2077
7,8,7
591,1548,1803
834,2467,834
609,2261,1049
386,1670,96
653,2329,653
2140,552,2140
2243,1171,120
304,1248,247
400,2511,275
2335,659,2335
2100,2116,2100
1540,921,1106
2133,77,2136
765,1461,1147
1380,16,1030
1692,1693,371
1768,977,1678
1761,2513,1761
2665,2206,1292
607,2258,607
633,1153,98
1530,753,2282
601,2249,601
826,1408,387
257,1493,1951
1330,1658,355
639,2539,829
2415,2244,1073
207,1286,207
1286,335,1286
1398,1074,86
2649,253,2649
1,1634,1
99,1101,1315
343,1286,1774
435,1351,272
506,1686,1316
1850,1575,1571
239,1354,1779
1342,506,1342
449,2341,2340
1877,131,2334
1739,2648,973
1709,378,1296
883,1498,1369
2365,2364,1399
285,1413,285
453,1509,453
2463,1697,204
1052,2342,2341
723,1273,1818
893,1522,2174
428,1794,1073
68,67,1595
2540,639,2539
911,1834,1833
2483,166,1672
846,1286,1067
2670,1813,1339
322,2414,2244
1690,1070,540
246,2167,284
1219,109,1834
1044,211,1044
2612,111,1905
2010,1707,2010
1354,1016,2580
767,2405,1155
2466,1528,2680
2624,1677,2628
914,758,1434
2609,1793,2222
1995,2525,1890
2270,2269,1282
1835,1876,1834
1738,2156,173
355,1658,1330
2441,11,2223
2682,1647,1271
362,2177,362
587,2378,514
576,1058,576
1605,2197,1605
2213,1775,1708
2053,2705,2052
1100,2288,2242
1251,568,1251
696,1332,1100
1671,2480,1295
2564,1356,1358
395,1929,434
1914,2559,678
2617,2088,2600
1649,893,1507
462,763,462
2543,431,2499
171,1751,2644
2667,1896,2703
1486,1638,1912
517,1558,2541
1686,2340,1686
2424,1367,1388
1653,1848,1214
1759,1629,581
1687,2371,249
1418,2380,2243
1903,111,1903
1122,1587,1122
147,2228,147
1170,2238,1169
689,2571,1938
1247,1857,1486
2362,2690,2362
2566,1999,1998
2080,2628,2524
977,1768,964
521,1016,1160
2253,1696,100
2125,851,2125
1204,2597,1205
964,2635,2619
1020,408,1686
1235,707,1235
2119,2688,2181
132,2346,1950
134,2377,1732
2657,1016,654
1133,925,935
952,2405,767
643,1686,2308
465,1555,1211
1703,1705,2631
879,1257,879
2199,1502,2574
354,2352,1755
1522,753,2696
1195,401,1745
507,697,507
1919,992,1171
1990,2559,2142
2681,1835,425
2145,2373,2371
1816,1621,2255
230,2363,721
537,1982,1407
1571,1706,2628
369,1028,820
586,2212,586
315,2369,315
979,2628,2364
273,1344,1345
1674,1860,1674
770,2628,1667
2481,831,1077
869,1795,869
958,2292,958
2203,2178,2173
1257,1622,1608
71,944,71
2490,2491,143
721,2363,923
623,2281,2264
1411,221,1109
616,2278,2264
2256,2252,2272
1475,314,1475
1067,1347,1914
598,2638,1168
2301,1047,393
1637,1308,1635
1982,537,1982
2288,1725,576
232,2559,1348
573,2180,573
876,2465,1161
2124,545,2124
430,1190,798
1031,1937,975
748,2037,2575
810,2618,1930
2632,1050,224
83,65,83
1275,1239,1275
638,939,1270
427,1416,2123
1557,517,2602
1861,993,1864
2672,1163,478
802,2406,333
2252,2273,2252
1208,815,1875
2593,158,1478
862,2284,862
2379,679,2382
2114,2653,2101
2511,400,2511
680,1968,680
2596,1736,2244
524,2086,2087
1029,1726,1880
1199,1272,2612
1236,2385,2384
768,1708,800
580,1864,1224
887,193,887
112,1935,112
1617,345,1617
793,1957,995
494,2021,1516
341,2616,341
2597,1204,2597
2272,614,2272
1460,2611,1171
2074,978,1034
2286,2287,621
2419,1646,2419
1250,1251,1249
248,1252,248
129,1820,129
1503,2199,1502
277,2480,180
2019,1286,1067
368,1649,893
1258,559,1730
709,1817,709
2064,2058,58
2051,880,1386
1386,2051,1386
1488,43,1488
2083,2522,788
579,1292,578
2056,2053,2056
1926,864,2305
1152,953,619
1430,1847,1316
2677,81,2677
1384,1383,1384
1395,463,1686
2550,1316,564
775,1627,2346
1327,2509,1327
1047,778,66
2671,882,1309
756,2574,1367
8,1529,2611
1892,1894,2375
2021,1516,161
720,1434,758
1753,1880,1950
2207,2210,2207
302,963,1807
2357,668,2354
2166,2164,1864
529,2061,536
549,2239,15
1368,1465,1771
254,1296,1753
1337,1356,1358
1356,1358,1355
301,1446,301
303,29,1686
1832,1095,217
2218,1612,2225
2278,626,2278
1802,38,1348
944,2159,1743
